FunctionName, RelativePath, CountLineCode, CountPath, Cyclomatic, MaxNesting, Knots, CountInput, CountOutput, Bugs
begin_unwind_frame,bash-3.2\unwind_prot.c,6,1,1,0,0,14,1, 0
discard_unwind_frame,bash-3.2\unwind_prot.c,7,2,2,1,0,12,1, 0
run_unwind_frame,bash-3.2\unwind_prot.c,7,2,2,1,0,8,1, 0
add_unwind_protect,bash-3.2\unwind_prot.c,7,1,1,0,0,16,1, 0
remove_unwind_protect,bash-3.2\unwind_prot.c,7,2,2,1,0,2,1, 0
run_unwind_protects,bash-3.2\unwind_prot.c,7,2,2,1,0,2,1, 0
clear_unwind_protect_list,bash-3.2\unwind_prot.c,12,2,3,1,0,3,1, 0
unwind_protect_mem,bash-3.2\unwind_prot.c,7,1,1,0,0,7,1, 0
xfree,bash-3.2\lib\readline\xmalloc.c,7,2,2,1,0,5,1, 0
tilde_find_suffix,bash-3.2\lib\readline\tilde.c,20,7,5,3,8,3,3, 0
memory_error_and_abort,bash-3.2\builtins\mkbuiltins.c,6,1,1,0,0,2,2, 0
restore_sigint_handler,bash-3.2\jobs.c,9,2,2,1,0,4,2, 0
isolate_tilde_prefix,bash-3.2\lib\readline\tilde.c,15,4,3,1,0,3,4, 0
strchr,bash-3.2\lib\sh\oslib.c,11,3,3,2,3,46,1, 0
xmalloc,bash-3.2\lib\termcap\termcap.c,9,2,2,1,0,3,3, 0
free,bash-3.2\lib\malloc\malloc.c,6,1,1,0,0,285,1, 0
malloc,bash-3.2\lib\malloc\malloc.c,6,1,1,0,0,41,2, 0
realloc,bash-3.2\lib\malloc\malloc.c,7,1,1,0,0,16,2, 0
libintl_dngettext,bash-3.2\lib\intl\dngettext.c,9,1,1,0,0,5,2, 0
libintl_dcngettext,bash-3.2\lib\intl\dcngettext.c,10,1,1,0,0,8,2, 0
stpcpy,bash-3.2\lib\intl\dcigettext.c,9,2,2,1,0,3,1, 0
template_builtin,bash-3.2\examples\loadables\template.c,18,2,2,2,1,2,4, 0
reset_internal_getopt,bash-3.2\builtins\bashgetopt.c,6,1,1,0,0,17,4, 0
internal_getopt,bash-3.2\builtins\bashgetopt.c,97,122,19,3,22,25,13, 0
builtin_usage,bash-3.2\builtins\common.c,8,2,2,1,0,28,2, 0
set_deftext,bash-3.2\lib\readline\examples\rl.c,11,2,2,1,0,1,4, 0
rl_insert_text,bash-3.2\lib\readline\text.c,29,13,7,2,2,25,10, 0
kill_pid,bash-3.2\jobs.c,60,22,11,5,6,14,9, 0
strrchr,bash-3.2\lib\sh\oslib.c,11,3,3,2,0,20,1, 0
readline,bash-3.2\lib\readline\readline.c,21,5,4,1,1,10,7, 0
_rl_copy_to_kill_ring,bash-3.2\lib\readline\kill.c,58,15,7,4,5,9,10, 0
region_kill_internal,bash-3.2\lib\readline\kill.c,15,3,3,2,0,6,5, 0
_rl_copy_word_as_kill,bash-3.2\lib\readline\kill.c,21,4,3,1,2,6,6, 0
rl_yank_nth_arg_internal,bash-3.2\lib\readline\kill.c,39,15,7,2,2,8,12, 0
rl_set_retained_kills,bash-3.2\lib\readline\kill.c,6,1,1,0,0,0,1, 0
rl_kill_text,bash-3.2\lib\readline\kill.c,16,2,2,1,1,18,5, 0
rl_copy_text,bash-3.2\lib\readline\util.c,14,2,3,2,0,10,3, 1
rl_delete_text,bash-3.2\lib\readline\text.c,28,48,8,2,1,19,6, 0
rl_kill_word,bash-3.2\lib\readline\kill.c,19,5,4,2,1,5,6, 0
rl_backward_kill_word,bash-3.2\lib\readline\kill.c,18,5,4,2,1,5,5, 0
rl_forward_word,bash-3.2\lib\readline\text.c,37,19,10,4,11,10,4, 0
rl_backward_word,bash-3.2\lib\readline\text.c,38,15,9,4,8,8,4, 0
rl_kill_line,bash-3.2\lib\readline\kill.c,19,5,4,2,1,5,6, 0
rl_backward_kill_line,bash-3.2\lib\readline\kill.c,23,6,5,3,2,5,6, 0
rl_end_of_line,bash-3.2\lib\readline\text.c,7,1,1,0,0,4,2, 0
rl_ding,bash-3.2\lib\readline\terminal.c,25,5,6,3,5,55,4, 0
rl_beg_of_line,bash-3.2\lib\readline\text.c,7,1,1,0,0,6,2, 0
rl_kill_full_line,bash-3.2\lib\readline\kill.c,11,1,1,0,0,2,6, 0
rl_begin_undo_group,bash-3.2\lib\readline\undo.c,7,1,1,0,0,15,3, 0
rl_end_undo_group,bash-3.2\lib\readline\undo.c,7,1,1,0,0,16,3, 0
rl_unix_word_rubout,bash-3.2\lib\readline\kill.c,25,21,7,3,1,5,5, 0
rl_unix_filename_rubout,bash-3.2\lib\readline\kill.c,32,21,7,3,1,4,5, 0
rl_unix_line_discard,bash-3.2\lib\readline\kill.c,15,3,3,2,1,3,5, 0
rl_copy_region_to_kill,bash-3.2\lib\readline\kill.c,6,1,1,0,0,0,2, 0
rl_kill_region,bash-3.2\lib\readline\kill.c,11,1,2,0,0,2,4, 0
_rl_fix_point,bash-3.2\lib\readline\text.c,8,12,8,3,2,8,2, 0
rl_copy_forward_word,bash-3.2\lib\readline\kill.c,8,2,2,1,1,3,3, 0
rl_copy_backward_word,bash-3.2\lib\readline\kill.c,8,2,2,1,1,3,3, 0
rl_yank,bash-3.2\lib\readline\kill.c,13,2,2,1,1,5,4, 0
_rl_abort_internal,bash-3.2\lib\readline\util.c,14,2,2,1,0,11,9, 1
_rl_set_mark_at_pos,bash-3.2\lib\readline\text.c,9,2,2,1,1,5,2, 0
rl_yank_pop,bash-3.2\lib\readline\kill.c,29,4,5,2,2,6,8, 0
where_history,bash-3.2\lib\readline\history.c,5,1,1,0,0,12,1, 0
previous_history,bash-3.2\lib\readline\history.c,5,1,2,0,0,4,2, 0
history_set_pos,bash-3.2\lib\readline\history.c,9,2,2,1,1,8,2, 0
history_arg_extract,bash-3.2\lib\readline\histexpand.c,46,449,12,3,2,5,6, 0
rl_vi_append_mode,bash-3.2\lib\readline\vi_mode.c,8,1,1,0,0,4,3, 0
rl_yank_nth_arg,bash-3.2\lib\readline\kill.c,6,1,1,0,0,3,2, 0
rl_yank_last_arg,bash-3.2\lib\readline\kill.c,34,18,6,2,2,4,3, 0
rl_do_undo,bash-3.2\lib\readline\undo.c,48,13,13,3,9,13,10, 0
strerror,bash-3.2\support\man2html.c,9,1,1,0,0,2,2, 0
strgrow,bash-3.2\support\man2html.c,10,2,2,1,0,2,5, 0
stralloc,bash-3.2\support\man2html.c,10,2,2,1,0,5,4, 0
strduplicate,bash-3.2\support\man2html.c,7,1,1,0,0,1,4, 0
strmaxcpy,bash-3.2\support\man2html.c,8,1,2,0,0,5,4, 0
strmaxcat,bash-3.2\support\man2html.c,12,2,3,1,0,3,4, 0
strlimitcpy,bash-3.2\support\man2html.c,8,1,2,0,0,5,3, 0
escape_input,bash-3.2\support\man2html.c,24,6,4,2,0,1,4, 0
unfreeze_jobs_list,bash-3.2\jobs.c,5,1,1,0,0,0,1, 0
scan_troff,bash-3.2\support\man2html.c,184,21024,45,8,30,24,20, 0
scan_troff_mandoc,bash-3.2\support\man2html.c,22,4,3,1,1,5,5, 0
print_sig,bash-3.2\support\man2html.c,12,1,1,0,0,3,4, 0
strftime,bash-3.2\lib\sh\strftime.c,287,9954,75,4,1113,17,18, 0
expand_char,bash-3.2\support\man2html.c,24,6,5,2,4,8,4, 0
expand_string,bash-3.2\support\man2html.c,14,4,4,2,4,7,2, 0
read_man_page,bash-3.2\support\man2html.c,25,4,4,2,2,4,6, 0
add_links,bash-3.2\support\man2html.c,150,29186,31,3,19,2,10, 0
strstr,bash-3.2\lib\sh\strstr.c,72,37153,18,5,55,7,1, 0
out_html,bash-3.2\support\man2html.c,42,89,14,4,7,16,9, 0
change_to_font,bash-3.2\support\man2html.c,42,9,16,1,28,8,2, 0
change_to_size,bash-3.2\support\man2html.c,50,42,18,2,5,8,6, 0
scan_escape,bash-3.2\support\man2html.c,262,358,71,3,292,19,14, 0
clear_table,bash-3.2\support\man2html.c,22,8,5,3,0,8,1, 0
scan_expression,bash-3.2\support\man2html.c,188,1341,64,5,115,4,11, 0
scan_format,bash-3.2\support\man2html.c,141,930,59,3,57,10,20, 0
next_row,bash-3.2\support\man2html.c,30,8,6,3,2,5,7, 0
scan_table,bash-3.2\support\man2html.c,320,999999999,90,5,55,21,24, 0
trans_char,bash-3.2\support\man2html.c,16,5,5,3,2,5,0, 0
unescape,bash-3.2\support\man2html.c,19,4,4,3,4,2,4, 0
fill_words,bash-3.2\support\man2html.c,43,24,12,4,4,5,3, 0
lookup_abbrev,bash-3.2\support\man2html.c,13,5,4,1,2,3,2, 0
add_to_index,bash-3.2\support\man2html.c,26,24,6,2,1,7,7, 0
skip_till_newline,bash-3.2\support\man2html.c,22,15,7,3,1,3,2, 0
outputPageHeader,bash-3.2\support\man2html.c,12,1,1,0,0,5,1, 0
outputPageFooter,bash-3.2\support\man2html.c,6,1,1,0,0,4,2, 0
scan_request,bash-3.2\support\man2html.c,1400,58690,346,6,3160,33,69, 0
flush,bash-3.2\support\man2html.c,4,1,1,0,0,0,0, 0
kill_pid,bash-3.2\nojobs.c,14,2,3,1,0,3,2, 0
_nl_normalize_codeset,bash-3.2\lib\intl\l10nflist.c,33,36,10,3,2,3,7, 0
_nl_make_l10nflist,bash-3.2\lib\intl\l10nflist.c,158,26882,34,4,10,17,16, 0
_nl_expand_alias,bash-3.2\lib\intl\localealias.c,44,72,9,3,3,5,4, 0
_nl_explode_name,bash-3.2\lib\intl\explodename.c,103,8208,21,4,2,7,14, 0
_nl_find_language,bash-3.2\lib\intl\explodename.c,9,2,2,1,0,2,1, 0
history_search_internal,bash-3.2\lib\readline\histsearch.c,72,192,23,4,26,8,5, 0
history_list,bash-3.2\lib\readline\history.c,5,1,1,0,0,6,1, 0
history_search,bash-3.2\lib\readline\histsearch.c,7,1,1,0,0,4,2, 0
history_search_prefix,bash-3.2\lib\readline\histsearch.c,7,1,1,0,0,3,2, 0
history_search_pos,bash-3.2\lib\readline\histsearch.c,17,2,2,1,1,3,4, 0
printenv_builtin,bash-3.2\examples\loadables\printenv.c,34,6,6,2,4,6,9, 0
maybe_make_export_env,bash-3.2\variables.c,38,65,10,2,1,13,15, 0
find_variable,bash-3.2\variables.c,6,1,1,0,0,26,2, 0
print_var_function,bash-3.2\variables.c,7,2,2,1,0,6,2, 0
print_var_value,bash-3.2\variables.c,23,4,4,1,3,6,6, 0
update_line,bash-3.2\lib\readline\display.c,188,7413200,49,4,21,26,13, 0
space_to_eol,bash-3.2\lib\readline\display.c,9,2,2,1,0,5,2, 0
delete_chars,bash-3.2\lib\readline\display.c,19,5,5,3,2,5,2, 0
insert_some_chars,bash-3.2\lib\readline\display.c,30,39,8,3,1,9,4, 0
cr,bash-3.2\lib\readline\display.c,9,2,2,1,0,3,2, 0
rl_redisplay,bash-3.2\lib\readline\display.c,345,999999999,102,6,20,41,41, 1
expand_prompt,bash-3.2\lib\readline\display.c,72,272,18,3,4,11,9, 0
_rl_find_next_mbchar,bash-3.2\lib\readline\mbutil.c,7,1,1,0,0,2,1, 0
_rl_strip_prompt,bash-3.2\lib\readline\display.c,8,1,1,0,0,2,2, 0
rl_expand_prompt,bash-3.2\lib\readline\display.c,42,12,7,1,2,9,12, 2
init_line_structures,bash-3.2\lib\readline\display.c,33,20,7,2,1,9,9, 0
rl_on_new_line,bash-3.2\lib\readline\display.c,12,4,3,1,0,9,8, 0
current_history,bash-3.2\lib\readline\history.c,7,1,2,0,0,10,1, 0
_rl_output_some_chars,bash-3.2\lib\readline\terminal.c,7,1,1,0,0,7,1, 0
_rl_find_prev_mbchar,bash-3.2\lib\readline\mbutil.c,7,1,2,0,0,1,1, 0
_rl_clear_to_eol,bash-3.2\lib\readline\display.c,9,3,3,1,1,7,2, 0
_rl_move_vert,bash-3.2\lib\readline\display.c,22,6,6,3,2,13,4, 0
_rl_move_cursor_relative,bash-3.2\lib\readline\display.c,44,17,11,4,4,15,4, 1
tputs,bash-3.2\lib\termcap\termcap.c,46,195,10,1,4,22,0, 0
_rl_output_character_function,bash-3.2\lib\readline\terminal.c,6,1,1,0,0,2,2, 0
_rl_backspace,bash-3.2\lib\readline\terminal.c,13,4,4,2,1,6,3, 0
rl_on_new_line_with_prompt,bash-3.2\lib\readline\display.c,35,16,8,1,1,8,13, 0
rl_forced_update_display,bash-3.2\lib\readline\display.c,15,3,3,2,0,8,3, 0
rl_show_char,bash-3.2\lib\readline\display.c,21,4,5,1,0,3,6, 0
rl_character_len,bash-3.2\lib\readline\display.c,16,4,6,1,3,5,2, 0
rl_message,bash-3.2\lib\readline\display.c,21,2,3,1,0,15,11, 0
rl_save_prompt,bash-3.2\lib\readline\display.c,16,1,1,0,0,13,16, 0
rl_clear_message,bash-3.2\lib\readline\display.c,12,2,2,1,0,14,4, 0
rl_restore_prompt,bash-3.2\lib\readline\display.c,18,4,3,1,0,19,17, 0
rl_reset_line_state,bash-3.2\lib\readline\display.c,8,1,2,0,0,2,4, 0
_rl_make_prompt_for_search,bash-3.2\lib\readline\display.c,30,4,6,2,1,4,7, 0
_rl_erase_at_end_of_line,bash-3.2\lib\readline\display.c,13,4,3,1,0,4,5, 0
_rl_clear_screen,bash-3.2\lib\readline\display.c,8,2,2,1,1,2,2, 0
rl_crlf,bash-3.2\lib\readline\terminal.c,8,2,2,1,0,8,3, 0
tgoto,bash-3.2\lib\termcap\tparam.c,12,2,2,1,1,8,2, 0
_rl_update_final,bash-3.2\lib\readline\display.c,26,4,4,1,0,8,9, 0
redraw_prompt,bash-3.2\lib\readline\display.c,18,1,2,0,0,8,9, 0
_rl_redisplay_after_sigwinch,bash-3.2\lib\readline\display.c,26,10,5,2,3,6,8, 0
_rl_clean_up_for_exit,bash-3.2\lib\readline\display.c,11,2,2,1,0,4,4, 0
rl_restart_output,bash-3.2\lib\readline\rltty.c,7,1,1,0,0,2,2, 0
_rl_erase_entire_line,bash-3.2\lib\readline\display.c,8,1,1,0,0,3,3, 0
_rl_current_display_line,bash-3.2\lib\readline\display.c,14,4,3,1,2,6,1, 0
strlist_create,bash-3.2\lib\sh\stringlist.c,22,3,3,2,1,4,6, 0
strvec_create,bash-3.2\lib\sh\stringvec.c,6,1,1,0,0,8,2, 0
strlist_resize,bash-3.2\lib\sh\stringlist.c,17,4,4,2,1,5,5, 0
strvec_resize,bash-3.2\lib\sh\stringvec.c,7,1,1,0,0,9,2, 0
strlist_flush,bash-3.2\lib\sh\stringlist.c,9,2,2,1,1,2,3, 0
strvec_flush,bash-3.2\lib\sh\stringvec.c,10,3,3,1,1,4,1, 0
strlist_dispose,bash-3.2\lib\sh\stringlist.c,10,3,3,1,1,2,2, 0
strvec_dispose,bash-3.2\lib\sh\stringvec.c,9,2,2,1,1,3,2, 0
strlist_remove,bash-3.2\lib\sh\stringlist.c,13,3,3,1,1,4,3, 0
strvec_remove,bash-3.2\lib\sh\stringvec.c,19,5,5,3,4,3,4, 0
strlist_copy,bash-3.2\lib\sh\stringlist.c,20,7,6,2,1,5,8, 0
strlist_merge,bash-3.2\lib\sh\stringlist.c,17,4,7,1,0,4,7, 0
strlist_append,bash-3.2\lib\sh\stringlist.c,19,4,7,2,1,4,8, 0
strlist_prefix_suffix,bash-3.2\lib\sh\stringlist.c,28,7,15,2,2,5,7, 0
strlist_print,bash-3.2\lib\sh\stringlist.c,11,3,4,1,1,4,1, 0
strlist_walk,bash-3.2\lib\sh\stringlist.c,12,4,4,2,3,4,0, 0
strlist_sort,bash-3.2\lib\sh\stringlist.c,8,2,2,1,1,3,1, 0
strvec_sort,bash-3.2\lib\sh\stringvec.c,6,1,1,0,0,3,2, 0
strlist_from_word_list,bash-3.2\lib\sh\stringlist.c,22,4,4,2,1,4,8, 0
list_length,bash-3.2\list.c,8,2,2,1,0,5,1, 0
strvec_from_word_list,bash-3.2\lib\sh\stringvec.c,18,8,5,1,0,10,6, 0
strlist_to_word_list,bash-3.2\lib\sh\stringlist.c,11,2,2,1,1,4,2, 0
strvec_to_word_list,bash-3.2\lib\sh\stringvec.c,24,7,7,2,1,7,6, 0
mailstat,bash-3.2\lib\sh\mailstat.c,76,43,16,3,11,14,14, 0
find_stack_direction,bash-3.2\lib\malloc\alloca.c,18,3,3,2,2,1,1, 0
alloca,bash-3.2\lib\malloc\alloca.c,32,12,5,2,4,9,8, 0
get_clk_tck,bash-3.2\lib\sh\clktck.c,9,2,2,1,1,1,1, 0
times,bash-3.2\lib\sh\times.c,13,2,2,1,0,0,8, 0
sh_get_home_dir,bash-3.2\variables.c,7,2,2,1,0,3,2, 0
SWAP,bash-3.2\lib\intl\gettextP.h,6,1,1,0,0,3,1, 0
_nl_locale_name,bash-3.2\lib\intl\localename.c,320,211,211,2,13809,2,6, 0
_nl_find_domain,bash-3.2\lib\intl\finddomain.c,75,111,18,3,10,9,9, 0
_nl_load_domain,bash-3.2\lib\intl\loadmsgcat.c,275,14131,63,7,49,33,32, 0
_nl_init_domain_conv,bash-3.2\lib\intl\loadmsgcat.c,18,2,3,1,0,4,5, 0
_nl_free_domain_conv,bash-3.2\lib\intl\loadmsgcat.c,8,2,2,1,0,2,1, 0
_nl_find_msg,bash-3.2\lib\intl\dcigettext.c,88,32,19,3,22,21,7, 0
libintl_dcigettext,bash-3.2\lib\intl\dcigettext.c,144,1333441,39,5,26,19,20, 0
uprint,bash-3.2\examples\loadables\uname.c,11,2,3,1,0,4,2, 0
uname_builtin,bash-3.2\examples\loadables\uname.c,52,22,11,2,30,8,7, 0
builtin_error,bash-3.2\builtins\common.c,18,4,3,1,0,44,6, 0
phash_freedata,bash-3.2\hashcmd.c,7,1,1,0,0,3,1, 0
phash_create,bash-3.2\hashcmd.c,6,2,2,1,0,2,2, 0
hash_create,bash-3.2\hashlib.c,17,4,3,1,0,8,5, 0
phash_flush,bash-3.2\hashcmd.c,6,2,2,1,0,2,1, 0
hash_flush,bash-3.2\hashlib.c,27,5,6,3,2,13,4, 0
phash_remove,bash-3.2\hashcmd.c,18,4,4,2,2,6,4, 0
hash_remove,bash-3.2\hashlib.c,28,5,6,3,5,12,7, 0
phash_insert,bash-3.2\hashcmd.c,26,17,6,1,2,9,11, 0
hash_insert,bash-3.2\hashlib.c,27,4,4,1,0,10,12, 0
phash_search,bash-3.2\hashcmd.c,42,11,10,3,7,7,9, 0
hash_search,bash-3.2\hashlib.c,34,6,6,2,5,12,12, 0
executable_file,bash-3.2\findcmd.c,8,1,1,0,0,3,2, 0
same_file,bash-3.2\general.c,20,7,5,2,4,10,2, 0
rl_search_history,bash-3.2\lib\readline\isearch.c,21,4,4,2,3,7,7, 0
_rl_isearch_init,bash-3.2\lib\readline\isearch.c,40,24,8,2,1,12,22, 0
_rl_isearch_fini,bash-3.2\lib\readline\isearch.c,25,12,5,2,2,12,14, 0
_rl_isearch_cleanup,bash-3.2\lib\readline\isearch.c,12,2,2,1,0,4,5, 0
_rl_scxt_alloc,bash-3.2\lib\readline\isearch.c,27,1,1,0,0,7,25, 0
_rl_scxt_dispose,bash-3.2\lib\readline\isearch.c,10,8,4,1,0,6,1, 0
rl_reverse_search_history,bash-3.2\lib\readline\isearch.c,6,1,1,0,0,2,2, 0
rl_forward_search_history,bash-3.2\lib\readline\isearch.c,6,1,1,0,0,2,2, 0
rl_display_search,bash-3.2\lib\readline\isearch.c,28,4,4,1,0,5,5, 0
rl_maybe_replace_line,bash-3.2\lib\readline\misc.c,14,3,3,2,0,10,5, 0
rl_get_previous_history,bash-3.2\lib\readline\misc.c,33,26,9,2,5,11,9, 0
rl_get_next_history,bash-3.2\lib\readline\misc.c,29,14,8,2,5,9,8, 0
_rl_search_getchar,bash-3.2\lib\readline\isearch.c,10,1,1,0,0,4,5, 0
rl_read_key,bash-3.2\lib\readline\input.c,36,8,8,4,14,20,7, 0
_rl_isearch_dispatch,bash-3.2\lib\readline\isearch.c,184,39048,49,3,71,30,30, 1
rl_rubout,bash-3.2\lib\readline\text.c,15,4,4,1,3,4,5, 0
_rl_input_available,bash-3.2\lib\readline\input.c,7,1,1,0,0,3,2, 0
rl_execute_next,bash-3.2\lib\readline\input.c,8,1,1,0,0,4,3, 0
rl_replace_line,bash-3.2\lib\readline\text.c,15,4,3,1,0,7,6, 0
rl_alphabetic,bash-3.2\lib\readline\util.c,9,2,2,1,1,8,3, 1
_rl_isearch_callback,bash-3.2\lib\readline\isearch.c,9,1,2,0,0,3,4, 0
rl_getc,bash-3.2\lib\readline\input.c,23,8,8,3,13,3,4, 0
bind_termcap_arrow_keys,bash-3.2\lib\readline\terminal.c,16,1,1,0,0,10,2, 0
_rl_get_screen_size,bash-3.2\lib\readline\terminal.c,41,1296,13,2,1,9,7, 0
tgetnum,bash-3.2\lib\termcap\termcap.c,9,2,2,1,1,3,3, 0
_rl_set_screen_size,bash-3.2\lib\readline\terminal.c,17,24,6,2,0,7,4, 0
_rl_init_terminal_io,bash-3.2\lib\readline\terminal.c,74,240,16,2,2,21,49, 0
rl_set_screen_size,bash-3.2\lib\readline\terminal.c,6,1,1,0,0,2,1, 0
rl_get_screen_size,bash-3.2\lib\readline\terminal.c,9,4,3,1,0,4,2, 0
rl_reset_screen_size,bash-3.2\lib\readline\terminal.c,5,1,1,0,0,1,2, 0
rl_resize_terminal,bash-3.2\lib\readline\terminal.c,12,3,3,2,1,3,4, 0
get_term_capabilities,bash-3.2\lib\readline\terminal.c,9,2,2,1,0,4,4, 0
tgetstr,bash-3.2\lib\termcap\termcap.c,10,2,2,1,1,4,3, 0
tgetent,bash-3.2\lib\termcap\termcap.c,95,3616,20,3,9,6,16, 0
tgetflag,bash-3.2\lib\termcap\termcap.c,7,1,1,0,0,3,2, 0
rl_bind_keyseq_if_unbound,bash-3.2\lib\readline\bind.c,7,1,1,0,0,5,2, 0
rl_forward_char,bash-3.2\lib\readline\text.c,6,1,1,0,0,8,2, 0
rl_backward_char,bash-3.2\lib\readline\text.c,6,1,1,0,0,12,2, 0
rl_delete,bash-3.2\lib\readline\text.c,29,5,5,2,4,12,8, 0
rl_get_termcap,bash-3.2\lib\readline\terminal.c,14,4,4,2,4,5,2, 0
rl_reset_terminal,bash-3.2\lib\readline\terminal.c,8,1,1,0,0,1,4, 0
_rl_enable_meta_key,bash-3.2\lib\readline\terminal.c,6,2,2,1,0,3,1, 0
_rl_control_keypad,bash-3.2\lib\readline\terminal.c,9,3,3,1,1,5,1, 0
_rl_set_cursor,bash-3.2\lib\readline\terminal.c,15,4,4,3,1,5,1, 0
initialize_job_signals,bash-3.2\nojobs.c,7,2,2,1,0,1,2, 0
new_exp,bash-3.2\lib\intl\plural.c,25,12,6,2,5,7,7, 0
new_exp_0,bash-3.2\lib\intl\plural.c,6,1,1,0,0,2,2, 0
new_exp_1,bash-3.2\lib\intl\plural.c,9,1,1,0,0,3,2, 0
new_exp_2,bash-3.2\lib\intl\plural.c,11,1,1,0,0,4,2, 0
new_exp_3,bash-3.2\lib\intl\plural.c,13,1,1,0,0,5,2, 0
free_plural_expression,bash-3.2\lib\intl\plural.c,20,5,5,1,1,5,2, 0
parse_plural_expression,bash-3.2\lib\intl\plural.c,246,66048,51,4,181,17,14, 0
__gettextlex,bash-3.2\lib\intl\plural.c,119,61,39,2,100,2,5, 0
__gettexterror,bash-3.2\lib\intl\plural.c,5,1,1,0,0,1,0, 0
argz_count__,bash-3.2\lib\intl\l10nflist.c,15,2,2,1,0,3,2, 0
argz_stringify__,bash-3.2\lib\intl\l10nflist.c,15,3,3,2,0,4,1, 0
argz_next__,bash-3.2\lib\intl\l10nflist.c,18,4,5,2,2,4,2, 0
pop,bash-3.2\lib\intl\l10nflist.c,10,1,1,0,0,2,1, 0
libintl_ngettext,bash-3.2\lib\intl\ngettext.c,8,1,1,0,0,4,2, 0
internal_strmatch,bash-3.2\lib\glob\sm_loop.c,13,2,2,1,1,4,3, 0
gmatch,bash-3.2\lib\glob\sm_loop.c,104,84,49,5,137,6,5, 0
parse_collsym,bash-3.2\lib\glob\sm_loop.c,16,6,4,2,2,3,3, 0
brackmatch,bash-3.2\lib\glob\sm_loop.c,144,62470,58,4,98,4,8, 0
collsym,bash-3.2\lib\glob\smatch.c,17,5,4,2,4,6,2, 0
bcopy,bash-3.2\lib\sh\oslib.c,7,1,1,0,0,6,1, 0
is_cclass,bash-3.2\lib\glob\smatch.c,67,48,18,2,2,4,9, 0
throw_to_top_level,bash-3.2\sig.c,33,18,7,1,2,33,15, 0
sh_eaccess,bash-3.2\lib\sh\eaccess.c,13,4,4,1,3,10,4, 0
skipname,bash-3.2\lib\glob\glob.c,15,3,3,1,2,4,1, 0
udequote_pathname,bash-3.2\lib\glob\glob.c,15,5,4,2,2,3,1, 0
glob_testdir,bash-3.2\lib\glob\glob.c,11,3,3,1,2,3,2, 0
glob_dir_to_array,bash-3.2\lib\glob\glob.c,61,37,14,5,11,5,8, 0
glob_pattern_p,bash-3.2\lib\glob\glob.c,6,1,1,0,0,4,2, 0
internal_glob_pattern_p,bash-3.2\lib\glob\glob_loop.c,34,10,13,3,34,2,1, 0
glob_vector,bash-3.2\lib\glob\glob.c,185,489260,37,5,29,14,20, 0
strmatch,bash-3.2\lib\glob\strmatch.c,10,2,2,1,1,9,2, 0
termsig_handler,bash-3.2\sig.c,15,3,3,1,1,27,7, 0
glob_filename,bash-3.2\lib\glob\glob.c,138,396,32,4,47,6,12, 0
push_builtin,bash-3.2\examples\loadables\push.c,45,4,4,2,4,4,24, 0
main,bash-3.2\mksyntax.c,54,96,9,2,5,8,14, 0
adjust_shell_level,bash-3.2\variables.c,40,24,8,1,3,4,7, 0
set_ppid,bash-3.2\variables.c,12,2,2,1,0,2,5, 0
cleanup_the_pipeline,bash-3.2\jobs.c,12,2,2,1,0,3,4, 0
delete_all_jobs,bash-3.2\jobs.c,26,14,6,3,0,7,12, 0
reader_loop,bash-3.2\eval.c,83,769,21,5,15,16,19, 0
exit_shell,bash-3.2\shell.c,8,2,2,1,0,5,3, 0
usage,bash-3.2\mksyntax.c,6,1,1,0,0,2,2, 0
ibuffer_space,bash-3.2\lib\readline\input.c,8,2,2,1,1,6,1, 0
rl_get_char,bash-3.2\lib\readline\input.c,11,3,3,1,1,6,3, 0
rl_gather_tyi,bash-3.2\lib\readline\input.c,34,21,8,3,4,4,4, 0
_rl_any_typein,bash-3.2\lib\readline\input.c,5,1,1,0,0,3,1, 0
_rl_unget_char,bash-3.2\lib\readline\input.c,14,3,3,2,1,6,4, 1
_rl_pushed_input_available,bash-3.2\lib\readline\input.c,5,1,1,0,0,3,1, 0
rl_stuff_char,bash-3.2\lib\readline\input.c,17,5,4,1,1,9,6, 1
rl_set_keyboard_input_timeout,bash-3.2\lib\readline\input.c,10,2,2,1,0,3,2, 0
_rl_input_queued,bash-3.2\lib\readline\input.c,10,1,1,0,0,2,3, 0
_rl_insert_typein,bash-3.2\lib\readline\input.c,19,4,3,1,0,6,5, 0
rl_insert,bash-3.2\lib\readline\text.c,7,1,2,0,0,3,3, 0
rl_clear_pending_input,bash-3.2\lib\readline\input.c,7,1,1,0,0,4,3, 0
_rl_next_macro_key,bash-3.2\lib\readline\macro.c,16,4,4,1,2,4,3, 0
xmalloc,bash-3.2\lib\readline\xmalloc.c,10,2,2,1,0,273,3, 0
xrealloc,bash-3.2\lib\readline\xmalloc.c,11,2,3,1,0,55,4, 0
tparam1,bash-3.2\lib\termcap\tparam.c,155,1108,39,6,94,8,6, 0
tparam,bash-3.2\lib\termcap\tparam.c,14,1,1,0,0,7,2, 0
_is_arithop,bash-3.2\expr.c,30,3,19,1,3,2,1, 0
readtok,bash-3.2\expr.c,132,188,37,4,21,31,27, 0
expr_streval,bash-3.2\expr.c,25,3,4,2,1,5,7, 0
strlong,bash-3.2\expr.c,59,55,16,3,12,2,3, 0
evalerror,bash-3.2\expr.c,13,2,5,1,0,15,2, 0
